"Layer #1"
"{11, O, (1.388913, 7.302170, 3.233085)};
{11, H, (1.765947, 8.194211, 3.200752)};
{11, H, (1.672700, 6.897727, 2.399520)};
", "{36, O, (4.156450, 6.675479, 3.359629)};
{36, H, (4.386912, 7.612370, 3.449423)};
{36, H, (4.546628, 6.418760, 2.510632)};
", "{61, O, (7.003886, 6.576073, 3.316176)};
{61, H, (7.123954, 7.536690, 3.357896)};
{61, H, (7.535129, 6.306736, 2.551862)};
", "{86, O, (9.955166, 6.617436, 3.613835)};
{86, H, (9.929977, 7.585623, 3.644220)};
{86, H, (10.462137, 6.421519, 2.811629)};
{110, H, (12.261402, 8.370020, 2.034857)};
", "{111, O, (12.505422, 6.744434, 4.489034)};
{111, H, (12.552253, 7.692614, 4.683209)};
{111, H, (13.188751, 6.609405, 3.815411)};
", 
"{16, O, (1.230296, 11.262712, 2.993469)};
{16, H, (1.978993, 11.782220, 3.322874)};
{16, H, (1.641708, 10.591005, 2.429123)};
", "{41, O, (4.256855, 10.453504, 3.201294)};
{41, H, (4.783690, 11.252246, 3.354257)};
{41, H, (4.758430, 9.967294, 2.529758)};
", "{66, O, (7.313697, 10.114347, 3.175572)};
{66, H, (7.464844, 11.070874, 3.209482)};
{66, H, (7.716462, 9.843293, 2.336974)};
", "{91, O, (10.066602, 10.279873, 3.614788)};
{91, H, (10.090226, 11.248295, 3.637974)};
{91, H, (10.448262, 10.056980, 2.752469)};
", "{116, O, (12.692266, 10.185785, 4.158467)};
{116, H, (12.592261, 10.987702, 4.693133)};
{116, H, (13.237288, 10.470262, 3.409492)};
", 
"{21, O, (0.711592, 14.247525, 2.620370)};
{21, H, (1.059348, 15.134233, 2.798568)};
{21, H, (1.322244, 13.884673, 1.961294)};
{22, H, (1.337916, 13.587844, 5.056146)};
", "{46, O, (3.600430, 13.759898, 3.371069)};
{46, H, (3.653987, 14.709212, 3.557819)};
{46, H, (4.030887, 13.666458, 2.507984)};
", "{71, O, (6.550914, 13.630444, 3.245192)};
{71, H, (6.471533, 14.585323, 3.389572)};
{71, H, (7.169818, 13.556522, 2.503280)};
", "{96, O, (9.631150, 13.795201, 3.197875)};
{96, H, (9.753185, 14.755981, 3.228755)};
{96, H, (10.136769, 13.519938, 2.418444)};
{121, O, (12.204075, 13.456600, 3.994130)};
", "{121, H, (12.481475, 14.368384, 4.169172)};
{121, H, (12.810875, 13.156292, 3.300914)};
", 
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

"Layer #3"
"{2, O, (1.149343, 0.759893, 6.551290)};
{2, H, (1.763006, 1.375879, 6.978980)};
{2, H, (1.721851, 0.200469, 6.005192)};
", "{27, O, (4.223746, 0.053811, 7.148563)};
{27, H, (4.258934, 0.932417, 7.555692)};
{27, H, (4.472544, 0.213295, 6.225739)};
", "{52, O, (7.218494, 0.481414, 6.633435)};
{52, H, (6.888901, 1.170832, 7.229265)};
{52, H, (8.065339, 0.830479, 6.317293)};
", "{77, O, (10.717674, 0.498734, 6.561788)};
{77, H, (10.541455, -0.451444, 6.632851)};
{77, H, (10.547132, 0.835823, 7.454103)};
", "{102, O, (13.224824, -0.360343, 6.830586)};
{102, H, (14.142030, -0.093088, 6.992608)};
{102, H, (13.100271, -1.130248, 7.405626)};
", 
"{7, O, (1.583698, 3.991106, 5.940001)};
{7, H, (1.979111, 4.858104, 5.764207)};
", "{32, O, (4.381273, 3.331379, 6.399877)};
{32, H, (4.777174, 4.211763, 6.315444)};
{32, H, (4.880762, 2.788830, 5.771315)};
", "{57, O, (7.398994, 3.643754, 6.693832)};
{57, H, (7.626989, 4.585534, 6.697073)};
{57, H, (7.627221, 3.350730, 5.798853)};
", "{82, O, (10.229530, 3.932674, 6.823065)};
{82, H, (10.672796, 4.560625, 6.233036)};
{82, H, (10.183228, 3.116017, 6.303580)};
", "{107, O, (12.551546, 2.693999, 7.457556)};
{107, H, (12.975936, 3.552723, 7.311172)};
{107, H, (12.754101, 2.192673, 6.653452)};
", 
"{12, O, (1.389666, 7.934481, 6.722660)};
{12, H, (1.979632, 8.585709, 7.131050)};
{12, H, (1.827403, 7.713762, 5.886831)};
", "{37, O, (4.330522, 6.998129, 6.645542)};
{37, H, (4.832134, 7.666937, 7.135462)};
{37, H, (4.888271, 6.803260, 5.877505)};
", "{62, O, (7.434610, 7.155987, 6.584478)};
{62, H, (7.540965, 8.105551, 6.745590)};
{62, H, (7.859270, 7.015383, 5.724925)};
", "{87, O, (10.137994, 7.004534, 7.052956)};
{87, H, (10.191042, 7.848973, 7.525239)};
{87, H, (10.463553, 7.212478, 6.164299)};
", "{112, O, (12.568093, 6.165082, 7.877339)};
{112, H, (12.724716, 7.110006, 8.024073)};
{112, H, (12.771976, 6.036991, 6.938740)};
", 
"{17, O, (1.303232, 11.196135, 6.427881)};
{17, H, (1.978977, 11.653934, 6.950118)};
{17, H, (1.803164, 10.785869, 5.706295)};
", "{42, O, (4.492919, 10.151266, 6.295564)};
{42, H, (4.868365, 11.019020, 6.507666)};
{42, H, (5.093941, 9.793776, 5.624811)};
", "{67, O, (7.505721, 10.667150, 6.667533)};
{67, H, (7.714445, 11.557971, 6.986619)};
{67, H, (7.884211, 10.643234, 5.775842)};
", "{92, O, (10.227805, 10.286972, 6.861652)};
{92, H, (10.518424, 11.208733, 6.931223)};
{92, H, (10.608861, 9.983978, 6.023837)};
", "{117, O, (12.684993, 9.691513, 7.808449)};
{117, H, (12.851501, 10.634003, 7.959867)};
{117, H, (13.061495, 9.525259, 6.931210)};
", 
"{22, O, (0.834151, 13.771580, 5.863239)};
{22, H, (0.997290, 14.711695, 6.032094)};
{23, H, (1.439247, 13.660225, 8.438415)};
", "{47, O, (3.519875, 13.760327, 6.600569)};
{47, H, (3.726937, 14.661953, 6.312228)};
{47, H, (3.768961, 13.209388, 5.843366)};
", "{72, O, (6.419835, 14.021409, 6.583161)};
{72, H, (6.686525, 14.837152, 6.133289)};
{72, H, (6.429657, 13.353181, 5.881513)};
", "{97, O, (9.239248, 13.540107, 6.295791)};
{97, H, (9.500590, 14.415631, 6.618433)};
{97, H, (9.919936, 13.318504, 5.642724)};
{122, O, (12.204075, 13.306602, 7.085732)};
", "{122, H, (12.481475, 14.233781, 7.037448)};
{122, H, (12.810875, 12.849099, 6.484547)};
", 
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

"Layer #4"
"{3, O, (1.433488, -0.033043, 9.689711)};
{3, H, (1.662563, 0.889945, 9.503814)};
{3, H, (1.825259, -0.524567, 8.952244)};
", "{28, O, (4.079580, 0.410774, 10.500394)};
{28, H, (4.510440, 1.146850, 10.040508)};
{28, H, (4.271455, -0.358101, 9.942760)};
", "{53, O, (6.943251, -0.133625, 10.158104)};
{53, H, (7.197766, 0.801121, 10.137759)};
{53, H, (7.041483, -0.423052, 9.238580)};
", "{78, O, (9.832783, 0.264857, 10.753086)};
{78, H, (9.750978, 0.199043, 9.789800)};
{78, H, (10.534994, -0.365941, 10.972023)};
{103, O, (12.401859, 0.782226, 9.305124)};
{103, H, (12.234421, 1.507117, 9.925961)};
", "{103, H, (13.334755, 0.562522, 9.447888)};
{104, H, (13.068522, 0.232043, 12.131033)};
", 
"{8, O, (0.681387, 3.369747, 9.315316)};
{8, H, (0.744935, 4.156752, 9.877033)};
{8, H, (1.409050, 3.473441, 8.683893)};
{9, O, (1.565926, 2.616002, 11.855172)};
", "{9, H, (2.377892, 2.211503, 11.514537)};
{33, O, (3.777523, 3.606161, 9.818542)};
{33, H, (3.471258, 4.403320, 10.276451)};
{33, H, (4.136131, 3.939679, 8.982418)};
{34, H, (5.040494, 2.704311, 12.047969)};
", "{58, O, (6.485591, 3.320072, 10.016902)};
{58, H, (6.683691, 4.221194, 10.313009)};
{58, H, (6.882360, 3.271175, 9.134223)};
{59, H, (7.895265, 2.342002, 12.085023)};
", "{83, O, (9.389576, 2.802874, 9.763929)};
{83, H, (9.364726, 3.715238, 10.089378)};
{83, H, (10.151563, 2.788470, 9.165510)};
{84, H, (10.784433, 2.328893, 11.964494)};
{108, O, (12.219423, 4.355011, 9.850133)};
{108, H, (11.963760, 4.371848, 10.784633)};
", "{108, H, (13.096439, 3.943000, 9.854760)};
", 
"{13, O, (0.445047, 6.991817, 9.408076)};
{13, H, (0.892358, 7.812607, 9.663332)};
{13, H, (1.093670, 6.534997, 8.851710)};
{14, O, (1.272693, 6.407274, 11.987861)};
{14, H, (1.930386, 5.975310, 11.422367)};
", "{38, O, (3.526303, 7.542114, 9.904041)};
{38, H, (3.872488, 8.298292, 9.406754)};
{38, H, (3.634560, 6.793938, 9.297865)};
{39, H, (4.923098, 5.977603, 11.558202)};
", "{63, O, (6.266151, 6.834315, 9.491754)};
{63, H, (6.665040, 7.667292, 9.784982)};
{63, H, (6.956388, 6.421800, 8.951068)};
{64, H, (7.593493, 6.176911, 11.859917)};
", "{88, O, (9.410084, 6.340309, 10.031519)};
{88, H, (9.402357, 7.306018, 9.952226)};
{88, H, (10.081711, 6.058330, 9.392496)};
{113, O, (12.315938, 6.904927, 10.642700)};
{113, H, (11.983191, 7.783782, 10.406404)};
", "{113, H, (13.279329, 7.008134, 10.629871)};
", 
"{18, O, (0.471630, 10.639643, 9.623124)};
{18, H, (0.894681, 11.472016, 9.882209)};
{18, H, (1.082342, 10.258651, 8.974426)};
{19, O, (1.596214, 10.010245, 12.088737)};
", "{19, H, (2.115289, 9.488760, 11.458220)};
{43, O, (3.525051, 10.848364, 9.703590)};
{43, H, (3.583132, 11.648240, 10.247433)};
{43, H, (3.737670, 11.156905, 8.809982)};
{44, O, (4.584013, 9.884086, 12.128603)};
{44, H, (5.101777, 9.583682, 11.366621)};
", "{68, O, (6.285294, 11.095384, 9.454915)};
{68, H, (6.934120, 11.449007, 10.081741)};
{68, H, (6.697460, 10.282950, 9.124742)};
{69, H, (7.696875, 9.531490, 11.712735)};
", "{93, O, (9.383198, 9.992990, 9.719780)};
{93, H, (9.553688, 10.823719, 10.188561)};
{93, H, (10.244371, 9.754773, 9.344852)};
{94, H, (10.315203, 9.083082, 12.134530)};
{118, O, (12.409778, 10.174700, 10.753659)};
{118, H, (12.074249, 10.962236, 11.207692)};
", "{118, H, (13.299504, 10.430641, 10.467628)};
", 
"{23, O, (0.815387, 13.981603, 9.106588)};
{23, H, (1.014332, 14.927337, 9.176940)};
{24, H, (1.462262, 13.555237, 11.561843)};
", "{48, O, (3.589883, 14.237750, 9.870255)};
{48, H, (3.630939, 15.193346, 9.715021)};
{48, H, (3.953153, 13.852913, 9.058544)};
", "{73, O, (6.411661, 13.945833, 9.813194)};
{73, H, (6.354187, 14.852936, 10.149058)};
{73, H, (7.027978, 14.010630, 9.068285)};
", "{98, O, (9.513825, 13.371905, 9.472276)};
{98, H, (9.788617, 14.297734, 9.393088)};
{98, H, (10.013583, 12.919055, 8.776502)};
{99, H, (10.120553, 12.591845, 11.939180)};
{123, O, (12.141279, 13.377716, 10.377553)};
{123, H, (12.393267, 14.311716, 10.321989)};
", "{123, H, (12.586877, 12.969575, 9.620057)};
", 
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

"Layer #5"
"{4, O, (1.343023, -0.131326, 12.592849)};
{4, H, (1.873753, 0.374486, 13.226429)};
{4, H, (1.979922, -0.736997, 12.184854)};
", "{29, O, (4.492013, -0.531331, 13.349523)};
{29, H, (4.569330, 0.364419, 12.988142)};
{29, H, (4.679039, -1.106220, 12.592247)};
", "{54, O, (7.211028, -0.659244, 13.429877)};
{54, H, (7.193304, 0.275655, 13.684028)};
{54, H, (7.557464, -0.649311, 12.524987)};
", "{79, O, (9.932744, -0.385572, 14.150540)};
{79, H, (9.815715, 0.434425, 13.647694)};
{79, H, (10.083192, -1.058315, 13.469567)};
{104, O, (12.310310, 0.381889, 12.715492)};
", "{104, H, (12.662512, 0.216445, 13.602917)};
", 
"{9, H, (1.873976, 3.418528, 12.302385)};
", "{34, O, (4.481888, 3.128441, 12.716558)};
{34, H, (5.009014, 3.883985, 13.016949)};
", "{59, O, (7.494093, 2.725534, 12.879320)};
{59, H, (7.726738, 3.664827, 12.828852)};
", "{84, O, (10.308373, 2.731309, 12.706364)};
{84, H, (10.408764, 3.683880, 12.559833)};
{109, H, (12.428486, 2.814738, 14.166619)};
", "{109, O, (13.264492, 3.103040, 13.770495)};
{109, H, (13.168682, 2.879035, 12.832635)};
", 
"{14, H, (1.753386, 7.152149, 12.379059)};
", "{39, O, (4.394050, 6.319765, 12.294390)};
{39, H, (4.622452, 7.260805, 12.329274)};
", "{64, O, (7.241891, 6.288960, 12.755886)};
{64, H, (7.331492, 7.238784, 12.925434)};
", "{89, O, (9.969912, 6.132693, 13.121742)};
{89, H, (9.927514, 6.882809, 13.733683)};
{89, H, (10.461566, 6.478216, 12.361592)};
{114, H, (12.474465, 6.377229, 14.355761)};
", "{114, O, (12.579507, 5.542949, 13.874217)};
{114, H, (13.004951, 5.804009, 13.043683)};
{119, H, (12.874879, 8.502235, 12.817254)};
", 
"EMPTY", "{19, H, (2.100431, 10.832244, 12.183733)};
{44, H, (4.910060, 10.781449, 12.294059)};
", "{69, O, (7.446554, 9.935357, 12.557231)};
{69, H, (7.832040, 10.823385, 12.515409)};
", "{94, O, (10.060544, 9.382249, 13.020304)};
{94, H, (10.381685, 10.295603, 13.060232)};
", "{119, O, (12.744643, 9.012592, 13.630589)};
{119, H, (13.019485, 9.910172, 13.390267)};
", 
"{24, O, (0.862447, 13.174512, 12.220790)};
{24, H, (1.295817, 13.360900, 13.067191)};
", "{49, O, (4.095226, 14.156351, 12.349001)};
{49, H, (4.359529, 14.449949, 13.233810)};
{49, H, (3.820781, 13.236305, 12.479911)};
", "{74, O, (6.771227, 13.352222, 12.963363)};
{74, H, (7.241294, 14.117020, 12.598586)};
{74, H, (6.396541, 12.914376, 12.184366)};
", "{99, O, (9.781017, 13.239518, 12.574924)};
{99, H, (10.012112, 14.095222, 12.183383)};
", "{124, O, (12.534504, 12.847298, 13.170867)};
{124, H, (12.560018, 13.815773, 13.189407)};
{124, H, (13.333539, 12.601408, 12.680962)};
", 
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

