"Layer #1"
"EMPTY", "{1, H, (2.721776, 0.949171, 5.080646)};
{2, H, (1.547199, 1.273185, 6.897459)};
{27, O, (4.296592, 0.849964, 6.612535)};
", "{27, H, (4.518815, 0.101915, 6.038090)};
{52, H, (6.521216, 0.870182, 6.849240)};
", "EMPTY", "{101, H, (11.749891, 1.271465, 4.387630)};
{102, O, (11.849524, 1.128369, 6.997347)};
{102, H, (11.065468, 1.172638, 6.429700)};
{102, H, (12.591128, 1.145008, 6.373882)};
", "EMPTY", 
"{7, H, (1.351118, 3.299160, 6.295963)};
", "{1, O, (2.077743, 1.615443, 4.797390)};
{6, H, (2.746214, 4.251876, 4.786661)};
{32, O, (3.466077, 3.184926, 6.661246)};
{32, H, (3.663742, 2.657457, 5.872802)};
{7, O, (1.526248, 4.197860, 6.613145)};
", "{57, O, (5.654926, 3.439704, 6.706561)};
", "{82, O, (10.137984, 4.386234, 5.595717)};
", "{107, O, (11.845433, 3.073432, 5.466289)};
{107, H, (11.817934, 3.283383, 6.411863)};
{107, H, (12.791931, 3.036524, 5.262106)};
", "EMPTY", 
"EMPTY", "EMPTY", "EMPTY", "{82, H, (9.215611, 4.528781, 5.335232)};
{82, H, (10.166607, 4.671568, 6.521306)};
{87, O, (10.097753, 6.736641, 5.852358)};
{87, H, (10.262528, 6.461588, 4.937951)};
{62, O, (8.035369, 6.284430, 5.019320)};
{62, H, (8.074260, 7.171406, 5.407510)};
", "{112, O, (12.090226, 5.582715, 5.850196)};
{112, H, (12.336307, 6.499963, 5.657738)};
{112, H, (11.994034, 5.177630, 4.975215)};
", "EMPTY", 
"EMPTY", "{11, H, (1.643271, 8.400243, 4.213909)};
{37, O, (4.414178, 8.693927, 5.171185)};
{37, H, (3.479664, 8.585426, 5.403269)};
{37, H, (4.440289, 9.536132, 4.692694)};
{42, H, (4.440883, 9.993741, 6.897467)};
", "{67, H, (6.337374, 9.999261, 5.538339)};
", "{61, H, (8.181317, 9.024472, 4.346119)};
{87, H, (10.138725, 7.704105, 5.816790)};
{92, O, (9.974146, 9.908708, 5.144917)};
{92, H, (9.492212, 9.866712, 5.984525)};
", "{117, O, (11.866784, 10.140455, 6.105232)};
{117, H, (11.463460, 9.805179, 6.920004)};
", "EMPTY", 
"{17, O, (0.787550, 11.055635, 6.286058)};
{17, H, (1.366818, 11.151548, 7.056895)};
{17, H, (1.370074, 11.232015, 5.532084)};
", "{22, O, (2.919474, 12.606624, 7.058932)};
{22, H, (2.343876, 13.073503, 6.434702)};
{42, O, (4.070713, 10.829853, 6.576793)};
{42, H, (3.221913, 10.575049, 6.184923)};
{47, O, (3.348847, 12.172531, 4.774126)};
{47, H, (4.028583, 11.549875, 4.475464)};
", "{67, O, (5.915528, 10.871505, 5.524631)};
{67, H, (6.656488, 11.491136, 5.601878)};
{71, O, (4.987769, 12.903643, 5.871683)};
{71, H, (5.417061, 13.101652, 5.025850)};
", "{97, H, (9.942327, 12.132427, 6.747305)};
{92, H, (10.156272, 10.853020, 5.026509)};
", "{122, O, (11.604388, 13.181581, 5.699589)};
{122, H, (12.539940, 13.287539, 5.470578)};
{122, H, (11.242070, 12.659237, 4.968274)};
{117, H, (12.006890, 11.082474, 6.283836)};
", "EMPTY", 
"EMPTY", "{71, H, (4.401145, 13.660624, 6.019327)};
", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

"Layer #4"
"{3, O, (0.718940, 0.585470, 9.810302)};
", "{2, O, (1.515629, 1.286501, 7.865847)};
{27, H, (3.672748, 0.476150, 7.252864)};
{28, O, (2.955586, 0.960576, 9.420552)};
{28, H, (2.970419, 0.008184, 9.242599)};
", "{52, O, (6.234724, 0.218625, 7.506750)};
{52, H, (5.730448, 0.740330, 8.148991)};
{53, H, (7.432598, 0.437223, 9.547139)};
", "EMPTY", "{103, O, (12.062901, 0.973050, 9.111510)};
{103, H, (12.403961, 0.706039, 9.978303)};
", "EMPTY", 
"{2, H, (0.971840, 2.061653, 8.071707)};
", "{8, H, (2.446885, 3.028326, 9.358121)};
{32, H, (3.209768, 2.526992, 7.324844)};
{7, H, (1.747481, 4.076943, 7.548755)};
{38, O, (4.049337, 4.238307, 8.339207)};
", "{57, H, (6.407448, 3.821214, 7.183118)};
{57, H, (5.409381, 2.666877, 7.237012)};
{58, O, (6.585819, 2.646268, 9.118481)};
{58, H, (6.858066, 3.564677, 9.264574)};
{58, H, (7.240221, 2.305180, 8.490502)};
{33, O, (4.609010, 2.746778, 9.925357)};
{33, H, (4.502303, 2.265126, 9.091339)};
{38, H, (4.958631, 4.432486, 8.612014)};
", "{77, H, (9.896652, 3.140039, 8.176172)};
{77, H, (10.127634, 1.650805, 8.421932)};
{83, H, (8.735985, 2.535447, 9.940098)};
", "{77, O, (10.576221, 2.452193, 8.112861)};
{103, H, (12.527515, 1.802080, 8.922361)};
{108, H, (11.297657, 3.269809, 9.989039)};
", "EMPTY", 
"EMPTY", "{13, H, (2.765374, 6.958565, 9.360362)};
{38, H, (3.518583, 4.902548, 8.803990)};
", "{63, O, (5.350128, 6.950186, 9.834107)};
{63, H, (4.933976, 6.519877, 9.072150)};
{88, O, (7.410722, 6.084531, 9.870344)};
{88, H, (6.972648, 5.663140, 9.115713)};
", "EMPTY", "EMPTY", "EMPTY", 
"EMPTY", "{12, O, (2.908504, 9.091854, 7.917649)};
{12, H, (1.977730, 9.000666, 7.664110)};
{12, H, (3.301661, 8.239983, 7.675412)};
{13, O, (2.221058, 7.720028, 9.611034)};
{13, H, (2.863123, 8.371853, 9.930123)};
{43, H, (4.156435, 10.079661, 9.472913)};
", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 
"{18, H, (0.766779, 11.011598, 10.125313)};
{23, H, (1.034836, 13.194621, 9.614713)};
", "{22, H, (2.567726, 12.849746, 7.928484)};
{48, O, (3.882541, 13.167290, 9.863838)};
{48, H, (3.054208, 12.715474, 10.084445)};
{18, O, (1.595862, 11.110711, 9.633638)};
{18, H, (2.249968, 10.653296, 10.183066)};
{43, O, (4.161319, 11.002411, 9.177189)};
{43, H, (3.456222, 11.039293, 8.513559)};
", "{72, O, (5.418577, 11.987330, 7.741318)};
{72, H, (4.834865, 12.703172, 8.034259)};
{72, H, (6.297665, 12.394536, 7.723588)};
{68, H, (6.281536, 11.113376, 9.533371)};
", "{93, H, (10.342949, 10.533721, 10.062710)};
{97, H, (10.164091, 11.175134, 7.916038)};
{98, O, (10.037575, 13.119595, 9.351778)};
{98, H, (9.383633, 12.415879, 9.478642)};
", "{97, O, (10.510155, 11.988587, 7.519207)};
{98, H, (10.869943, 12.721907, 9.648345)};
{118, O, (12.090755, 11.022274, 8.899626)};
{118, H, (12.457564, 11.773866, 8.410256)};
{118, H, (12.469867, 11.113051, 9.786738)};
{123, H, (13.136789, 13.263638, 9.882326)};
", "EMPTY", 
"EMPTY", "{48, H, (3.690290, 14.102513, 10.029148)};
{23, O, (1.497622, 14.043307, 9.547884)};
", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

"Layer #5"
"{3, H, (1.141253, -0.053074, 10.404318)};
{3, H, (0.931886, 1.445843, 10.201917)};
{4, H, (0.734278, 1.027649, 12.350198)};
", "{4, O, (1.690523, 0.898006, 12.262246)};
{28, H, (3.111811, 1.022879, 10.374829)};
{29, O, (3.764526, 0.378277, 12.378620)};
{29, H, (3.809209, 0.956196, 13.155130)};
", "{29, H, (4.576099, 0.580457, 11.889321)};
{53, O, (6.869894, 0.903841, 10.183190)};
{53, H, (6.068403, 0.361186, 10.228835)};
{54, H, (6.636664, 0.917139, 12.358696)};
", "{54, O, (7.592241, 0.768831, 12.296982)};
{78, O, (9.326081, 0.662946, 10.503085)};
{78, H, (10.277756, 0.482208, 10.527387)};
{78, H, (8.924012, -0.154826, 10.832516)};
{79, H, (9.813286, 0.646952, 12.632553)};
", "{104, H, (12.010098, 0.805883, 12.548700)};
", "EMPTY", 
"{9, H, (1.247579, 3.807215, 11.941285)};
", "{4, H, (2.025031, 1.776120, 12.025712)};
{8, O, (2.528608, 3.000057, 10.323236)};
{8, H, (2.948798, 3.843939, 10.547401)};
{9, O, (2.019485, 4.109894, 12.442764)};
{34, O, (4.454636, 3.539102, 12.033217)};
{34, H, (4.136233, 4.247397, 12.612776)};
{34, H, (3.857904, 2.798599, 12.218976)};
", "{59, O, (6.454712, 3.036008, 11.642138)};
{59, H, (6.505840, 3.185115, 12.598228)};
{59, H, (7.117925, 3.639742, 11.275266)};
{33, H, (4.970566, 2.084654, 10.533450)};
", "{54, H, (7.928246, 1.577216, 11.881576)};
{79, O, (9.903663, 1.609091, 12.561247)};
{83, O, (9.064629, 2.956295, 10.748678)};
{83, H, (9.333933, 3.840984, 10.459307)};
{84, O, (8.761152, 4.455565, 12.437760)};
{84, H, (8.686687, 3.545237, 12.761334)};
", "{108, O, (10.987810, 2.415928, 10.326381)};
{108, H, (11.560792, 2.243468, 11.088538)};
{109, O, (10.831591, 3.538114, 12.614474)};
{109, H, (10.853808, 4.157248, 11.869401)};
{109, H, (11.756539, 3.478607, 12.897059)};
", "EMPTY", 
"EMPTY", "{14, O, (1.760736, 6.078442, 11.297022)};
{14, H, (1.771400, 7.001627, 11.591231)};
{14, H, (2.693335, 5.875173, 11.130074)};
", "{39, O, (5.467400, 4.789618, 10.589343)};
{39, H, (5.995201, 5.356100, 11.171973)};
{39, H, (4.560601, 5.108665, 10.711249)};
{63, H, (4.602243, 7.218421, 10.388787)};
{64, H, (6.349189, 7.380249, 11.696103)};
", "{88, H, (7.959140, 5.379606, 10.246201)};
{89, O, (8.530974, 7.248375, 11.530252)};
{89, H, (8.263527, 6.491994, 12.073656)};
{113, O, (10.302323, 6.115968, 11.464838)};
{113, H, (10.107916, 5.808725, 10.566643)};
", "{113, H, (10.672336, 7.001945, 11.334226)};
{114, H, (12.017731, 5.811482, 12.622673)};
", "EMPTY", 
"{19, H, (1.155834, 9.110061, 11.225579)};
", "{19, O, (1.982583, 9.184929, 11.725406)};
{19, H, (1.880180, 10.008726, 12.225197)};
", "{64, O, (6.571729, 8.269898, 11.383286)};
{64, H, (6.949050, 8.121074, 10.503281)};
{68, H, (5.910593, 10.106557, 10.619785)};
", "{69, O, (8.137753, 10.345177, 11.330189)};
{69, H, (7.761051, 9.918991, 12.114671)};
{69, H, (8.454145, 9.604948, 10.790834)};
{89, H, (8.681850, 7.957096, 12.173582)};
{94, O, (9.836779, 10.276248, 12.844729)};
{94, H, (10.199088, 9.510445, 12.374401)};
", "{119, H, (12.574309, 10.321163, 12.080283)};
", "EMPTY", 
"{24, O, (0.994219, 12.726136, 11.742127)};
{24, H, (1.273903, 13.390521, 12.389667)};
", "{49, O, (3.461695, 13.383983, 12.140559)};
{49, H, (3.485292, 12.824005, 12.931023)};
{24, H, (1.759078, 12.135965, 11.666990)};
{44, O, (4.375358, 11.610662, 11.166516)};
{44, H, (3.740237, 11.010429, 11.585170)};
", "{73, O, (5.990348, 13.075891, 10.394695)};
{73, H, (6.957190, 13.035719, 10.344329)};
{44, H, (5.006408, 11.813778, 11.873207)};
{68, O, (6.410810, 10.923690, 10.474791)};
{74, O, (6.769940, 12.490407, 12.928489)};
{74, H, (7.062886, 11.907009, 12.212420)};
{74, H, (6.661764, 13.352207, 12.498898)};
", "{93, O, (10.120979, 10.949876, 10.909169)};
{99, O, (8.917243, 12.583069, 11.533318)};
{99, H, (9.154471, 12.286089, 12.424646)};
", "{93, H, (10.938824, 11.398906, 11.170840)};
{119, O, (12.966436, 11.194909, 11.932761)};
{119, H, (12.568440, 11.749290, 12.620668)};
{123, O, (12.779801, 13.025640, 10.751140)};
{123, H, (13.407936, 13.415999, 11.377251)};
{94, H, (10.620908, 10.745105, 13.167606)};
{124, H, (11.076563, 13.239155, 11.994517)};
", "EMPTY", 
"EMPTY", "{49, H, (4.335007, 13.803528, 12.124730)};
{23, H, (1.624876, 14.313785, 10.469619)};
", "{73, H, (5.802998, 14.013086, 10.554418)};
", "{99, H, (9.067688, 13.540001, 11.557624)};
", "{124, O, (10.949421, 13.480012, 12.924451)};
{124, H, (11.464605, 14.294134, 13.027954)};
", "EMPTY", 

"Layer #6"
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "{104, O, (11.775839, 1.301687, 13.347593)};
", "EMPTY", 
"EMPTY", "{9, H, (2.037119, 3.529311, 13.218367)};
", "EMPTY", "{79, H, (9.723376, 1.928261, 13.458226)};
", "{104, H, (12.627161, 1.619715, 13.683798)};
", "EMPTY", 
"EMPTY", "EMPTY", "EMPTY", "{84, H, (9.124770, 4.943113, 13.192078)};
", "{114, O, (11.430390, 5.549576, 13.347507)};
{114, H, (10.932602, 6.356256, 13.548577)};
", "EMPTY", 
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 
"EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", "EMPTY", 

